Description,Location,Price (PHP),Bedrooms,Bath,Floor_area (sqm),Land_area (sqm),Latitude,Longitude,Link
"1-Bedroom Unit (45K) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","23,119,000",1,1,66,na,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-45k-for-sale-in-empress-at-capitol-commons-pasig-city.html
"Offices at The Galleon - Prime Unit (10G) for Sale in Ortigas, Pasig","San Antonio, Pasig","27,408,000",na,na,82,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-10g-for-sale-in-ortigas-pasig.html
"Offices at The Galleon - Prime Unit (27F) for Sale in Ortigas, Pasig","San Antonio, Pasig","38,824,000",na,na,111,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-27f-for-sale-in-ortigas-pasig.html
"Offices at The Galleon - Prime Unit (12G) for Sale in Ortigas, Pasig","San Antonio, Pasig","25,284,000",na,na,82,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-12g-for-sale-in-ortigas-pasig.html
"Offices at The Galleon - Prime Unit (22I) for Sale in Ortigas, Pasig","San Antonio, Pasig","31,991,000",na,na,93,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-22i-for-sale-in-ortigas-pasig.html
"Offices at The Galleon - Prime Unit (16G) for Sale in Ortigas, Pasig","San Antonio, Pasig","27,608,000",na,na,82,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-16g-for-sale-in-ortigas-pasig.html
"Offices at The Galleon - Prime Unit (20J) for Sale in Ortigas, Pasig","San Antonio, Pasig","31,632,000",na,na,93,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-20j-for-sale-in-ortigas-pasig.html
"2-Bedroom Unit (3318) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","27,083,000",2,na,89,na,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3318-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"The Glaston Tower - Office Unit, Prime Suite (14M) for Sale in Ortigas East, Pasig Ci...","Ugong, Pasig","33,705,000",na,na,132,na,14.587964,121.079045,https://www.lamudi.com.ph/the-glaston-tower-office-unit-prime-suite-14m-for-sale-in-ortigas-east-pasig-city-1.html
"Offices at The Galleon - Prime Unit (34M) for Sale in Ortigas, Pasig","San Antonio, Pasig","33,297,000",na,na,95,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-34m-for-sale-in-ortigas-pasig.html
"2-Bedroom Unit (2512) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","25,136,000",2,1,89,na,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2512-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"2-Bedroom Unit (39O) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","34,871,000",2,2,106,na,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-39o-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (N57C2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","12,962,200",1,1,52,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n57c2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (2607) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,155,000",1,1,53,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2607-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (1415) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,669,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1415-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Studio (3817) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","8,957,000",1,na,35,na,14.588882,121.079016,https://www.lamudi.com.ph/studio-3817-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"3-Bedroom House and Lot for Sale in The Arcadia | Boundary of Angeles and Porac, Pamp...","Manibaug Paralaya, Porac","3,177,163",3,na,78,63,15.119767,120.560714,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-in-the-arcadia-boundary-of-angeles-and-porac-pampanga-anais-inner-unit-complete.html
"2-Bedroom Unit (25H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig","42,045,000",2,2,114,na,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-25h-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"1-Bedroom Unit (S57C1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","11,345,600",1,1,48,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s57c1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (54C) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","21,549,000",1,1,65,na,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-54c-for-sale-in-empress-at-capitol-commons-pasig-city.html
"2-Bedroom Unit (2901) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","27,405,000",2,1,89,na,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2901-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1 bedroom Condominium for Sale in Suntrust Capitol Plaza, Diliman, Quezon City","Diliman, Quezon City","6,500,000",1,1,40,na,14.644874,121.050593,https://www.lamudi.com.ph/1-bedroom-condominium-for-sale-in-suntrust-capitol-plaza-diliman-quezon-city-1.html
"1-Bedroom Unit (1026) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,052,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1026-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (1410) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,422,000",1,1,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1410-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (20K) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","22,403,000",1,1,67,na,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-20k-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (10F) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","21,663,000",1,1,67,na,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-10f-for-sale-in-empress-at-capitol-commons-pasig-city.html
"Studio Deluxe (47E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","13,323,000",1,1,46,na,14.575822,121.064324,https://www.lamudi.com.ph/studio-deluxe-47e-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (3614) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,205,000",1,na,57,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3614-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit for Sale in 88 Gibraltar Tower 1, Gibraltar, Baguio","Gibraltar, Baguio","6,577,000",1,1,34,na,16.419598,120.626852,https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-88-gibraltar-tower-1-gibraltar-baguio.html
"2-Bedroom Unit (27B) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","32,334,000",2,2,104,na,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-27b-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (1114) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,422,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1114-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Studio (3212) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","8,323,000",1,na,35,na,14.588882,121.079016,https://www.lamudi.com.ph/studio-3212-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (918) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,162,000",1,na,56,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-918-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (921) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,162,000",1,na,56,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-921-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (S58F) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","11,783,400",1,1,47,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s58f-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (3903) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,618,000",1,na,57,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3903-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (S48C1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","11,379,200",1,1,48,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s48c1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (3111) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,972,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3111-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (S52C2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","13,096,600",1,1,52,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s52c2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"2-Bedroom Unit (29E) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig","42,559,000",2,2,114,na,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-29e-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"2-Bedroom Unit (N59A) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","17,530,800",2,2,73,na,14.583771,121.059675,https://www.lamudi.com.ph/2-bedroom-unit-n59a-for-sale-in-maven-at-capitol-commons-pasig-city.html
"2-Bedroom Unit (21H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig","41,821,000",2,2,114,na,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-21h-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"Studio (4007) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","8,577,000",1,na,35,na,14.588882,121.079016,https://www.lamudi.com.ph/studio-4007-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (1914) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,692,000",1,1,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1914-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (2107) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,695,000",1,1,56,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2107-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (3410) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,042,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3410-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (S46D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","11,088,000",1,1,47,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s46d1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (N57C2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","12,962,200",1,1,52,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n57c2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"Offices at The Galleon - Prime Unit (16G) for Sale in Ortigas, Pasig","San Antonio, Pasig","27,608,000",na,na,82,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-16g-for-sale-in-ortigas-pasig.html
"Offices at The Galleon - Prime Unit (12G) for Sale in Ortigas, Pasig","San Antonio, Pasig","25,284,000",na,na,82,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-12g-for-sale-in-ortigas-pasig.html
"Studio Deluxe (47E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","13,323,000",1,1,46,na,14.575822,121.064324,https://www.lamudi.com.ph/studio-deluxe-47e-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (3614) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,205,000",1,na,57,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3614-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (1614) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,562,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1614-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (1514) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,492,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1514-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (1410) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,422,000",1,1,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1410-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (1026) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,052,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1026-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"2-Bedroom Condo Unit (29H) for Sale in One Sierra,EDSA, Mandaluyong City, Metro Manil...","Highway Hills, Mandaluyong","16,461,477",2,2,84,na,14.578255,121.052143,https://www.lamudi.com.ph/2-bedroom-condo-unit-29h-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"Offices at The Galleon - Prime Unit (21F) for Sale in Ortigas, Pasig","San Antonio, Pasig","37,366,000",na,na,108,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-21f-for-sale-in-ortigas-pasig.html
"The Glaston Tower - Office Unit, Prime Unit (34N) for Sale in Ortigas East, Pasig Cit...","Ugong, Pasig","28,594,000",na,na,101,na,14.587964,121.079045,https://www.lamudi.com.ph/the-glaston-tower-office-unit-prime-unit-34n-for-sale-in-ortigas-east-pasig-city.html
"2-Bedroom Unit (53O) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","37,172,000",2,2,106,na,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-53o-for-sale-in-empress-at-capitol-commons-pasig-city.html
"2-Bedroom Unit (3708) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","26,008,000",2,1,89,na,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3708-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (3903) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,618,000",1,na,57,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3903-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (S48C1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","11,379,200",1,1,48,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s48c1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"2-Bedroom Unit (N59A) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","17,530,800",2,2,73,na,14.583771,121.059675,https://www.lamudi.com.ph/2-bedroom-unit-n59a-for-sale-in-maven-at-capitol-commons-pasig-city.html
"2-Bedroom Unit (21H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig","41,821,000",2,2,114,na,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-21h-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"2-Bedroom Unit (29E) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig","42,559,000",2,2,114,na,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-29e-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"1-Bedroom Unit (1114) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,422,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1114-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Studio (3212) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","8,323,000",1,na,35,na,14.588882,121.079016,https://www.lamudi.com.ph/studio-3212-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (18C) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig","27,110,000",1,1,70,na,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-18c-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"Offices at The Galleon - Prime Suite (34K) for Sale in Ortigas, Pasig","San Antonio, Pasig","41,710,000",na,na,113,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-suite-34k-for-sale-in-ortigas-pasig.html
"Offices at The Galleon - Glass Unit (23E) for Sale in Ortigas, Pasig","San Antonio, Pasig","31,079,000",na,na,90,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-glass-unit-23e-for-sale-in-ortigas-pasig.html
"2-Bedroom Unit (3418) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","27,083,000",2,1,89,na,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3418-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Studio Deluxe (22E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","12,377,000",1,1,45,na,14.575822,121.064324,https://www.lamudi.com.ph/studio-deluxe-22e-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (20K) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig","27,961,000",1,1,69,na,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-20k-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"1-Bedroom Unit (S43D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","11,088,000",1,1,47,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s43d1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (N24E1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","12,230,400",1,1,57,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n24e1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"Studio Condo Unit (11E) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong","8,300,865",1,1,33,na,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-11e-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"1 bedroom Condominium for Sale in Suntrust Capitol Plaza, Diliman, Quezon City","Diliman, Quezon City","6,500,000",1,1,40,na,14.644874,121.050593,https://www.lamudi.com.ph/1-bedroom-condominium-for-sale-in-suntrust-capitol-plaza-diliman-quezon-city-1.html
"1-Bedroom Condo Unit (27A) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...","Highway Hills, Mandaluyong","12,169,372",1,1,55,na,14.578255,121.052143,https://www.lamudi.com.ph/1-bedroom-condo-unit-27a-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
